Задолженность,"Просрочка, дни",Первоначльный лимит,BIRTHDATE,SEX,EDU,INCOME,TERM,Рейтинг кредитной истории,LV_AREA,LV_SETTLEMENTNAME,INDUSTRYNAME,PDN,CLIENTID,SCORINGMARK,UNDERAGECHILDRENCOUNT,VELCOMSCORING,FAMILYSTATUS
2886.19,0,5000.0,1979-06-23,Мужской,Высшее,1904.09,24,D1,г. Минск,МИНСК,Производство,0.22,904716,116.0,0,,2
5879.11,62,6500.0,1999-05-17,Мужской,Среднее специальное,1813.87,60,C1,г. Минск,МИНСК,Производство,0.22,927040,168.0,0,,2
2474.18,0,2900.0,1973-07-19,Женский,Среднее,1046.05,60,D1,Гомельская область,ЖИТКОВИЧИ,Производство,0.36,497167,115.0,1,,2
3839.16,0,4500.0,1978-04-14,Мужской,Среднее специальное,1599.89,60,A3,г. Минск,МИНСК,Строительство,0.08,434271,205.0,1,,2
7649.2,0,10000.0,1981-02-21,Женский,Неоконченное высшее,1776.01,60,B1,МОГИЛЕВСКАЯ,МАЛЫЕ СЛОВЕНИ,АПК,0.38,732611,153.0,1,,1
7919.5,0,10000.0,1990-04-05,Мужской,Среднее специальное,1856.5,60,C1,,Минск,Услуги населению,0.35,714712,,0,,1
2496.93,0,3500.0,1978-10-11,Женский,Неоконченное высшее,676.03,36,C1,МИНСКАЯ ОБЛАСТЬ,СТОЛБЦЫ,Производство,0.21,918446,147.0,0,,2
3835.27,0,4500.0,1977-03-03,Женский,Высшее,996.84,60,D1,БРЕСТСКАЯ,БРЕСТ,Производство,0.4,914412,139.0,2,,1
4582.86,3,6000.0,1980-09-28,Мужской,Неоконченное высшее,2392.14,36,C2,г. Минск,Минск,Производство,0.1,539440,101.0,2,,1
4326.97,0,5000.0,1989-06-17,Женский,Среднее специальное,961.03,60,,,БРЕСТ,Торговля,0.15,928117,162.0,0,,1
2411.09,3,2900.0,1979-11-02,Женский,Среднее специальное,992.95,60,B1,,МОГИЛЕВ,Торговля,0.27,918704,237.0,0,,2
11067.89,0,15000.0,1992-04-10,Женский,Высшее,3323.74,36,B1,г. Минск,МИНСК,Спорт и туризм,0.32,926292,319.0,1,,1
1911.52,369,2000.0,1959-07-06,Женский,Среднее специальное,630.82,60,A3,МОГИЛЁВСКАЯ,БОБРУЙСК,Иное,0.17,824535,,0,,1
1560.83,0,2000.0,1989-12-08,Мужской,Среднее специальное,1362.53,60,C1,БРЕСТСКАЯ,РЕЧКИ,Строительство,0.16,820942,115.0,1,,1
789.79,0,1000.0,1986-03-03,Мужской,Высшее,676.51,60,A3,ВИТЕБСКАЯ,ЗАСЛОНОВО,МВД/МЧС/МО,0.73,778162,,3,,1
1758.21,3,2000.0,1998-07-31,Мужской,Высшее,2982.22,60,C2,Минская область,СТАРЫЕ ДОРОГИ,Медицина и здравоохранение,0.36,894140,199.0,0,,2
834.0,0,1000.0,1978-11-12,Женский,Высшее,1140.63,60,C3,г. Минск,МИНСК,Услуги населению,0.31,514315,238.0,1,,1
2256.6,0,4000.0,1971-05-17,Мужской,Среднее специальное,1642.73,60,A3,Минская,Седча,Строительство,0.07,833597,,1,,1
2058.0,0,3000.0,1979-05-02,Мужской,Среднее специальное,1800.0,36,C3,г. Минск,Минск,МВД/МЧС/МО,0.3,731721,208.0,0,,2
811.31,0,1100.0,2002-01-08,Мужской,Среднее,1346.17,36,C2,г. Минск,МИНСК,Производство,0.26,689423,121.0,0,,2
2090.29,0,2450.0,1993-07-04,Мужской,Среднее специальное,2071.56,60,B3,Гомельская область,РОГАЧЕВ,Производство,0.4,912139,182.0,2,,1
17063.05,0,20000.0,1978-01-22,Женский,Среднее специальное,1432.72,60,A3,,Могилев,Производство,0.4,403686,273.0,1,,1
490.0,0,1000.0,2001-08-28,Мужской,Высшее,1886.4,24,C2,Минская область,РАДОШКОВИЧИ,МВД/МЧС/МО,0.12,748016,230.0,0,,2
3073.6,3,5000.0,1963-12-03,Мужской,Среднее специальное,1300.0,24,,Могилевская область,БОБРУЙСК,МВД/МЧС/МО,0.21,779819,193.0,0,,2
4586.87,0,6000.0,1963-07-27,Женский,Среднее специальное,630.82,60,B2,МИНСКАЯ,СОЛИГОРСК,Иное,0.48,817389,228.0,0,,1
6572.4,0,8300.0,1995-09-11,Мужской,Неоконченное высшее,1221.68,60,C1,Витебская область,Лепель,Иное,0.4,531441,,1,,1
2425.4,0,2800.0,1980-05-31,Мужской,Среднее специальное,1259.07,60,C2,Гомельская область,ПРУДОК,АПК,0.33,927787,125.0,0,,2
6063.5,0,7000.0,1984-12-07,Мужской,Среднее специальное,2282.33,60,B3,Витебская область,МОШКАНЫ,АПК,0.24,928207,185.0,2,,1
7127.59,0,9000.0,1990-01-30,Мужской,Среднее специальное,1117.78,60,B3,,ВИТЕБСК,Производство,0.36,826016,,0,,2
2598.71,3,3000.0,1983-09-15,Женский,Высшее,2240.73,60,B3,г. Минск,МИНСК,Наука и образование,0.16,918462,156.0,1,,1
879.0,0,1200.0,1984-02-14,Женский,Среднее,960.39,60,C2,,КРАСНОСЕЛЬСКИЙ,Производство,0.4,824528,,1,,2
1962.19,3,2300.0,1991-05-06,Женский,Среднее специальное,651.87,60,C2,г. Минск,МИНСК,Государственное управление,0.4,902051,101.0,3,,1
1212.7,0,1400.0,1988-07-31,Мужской,Высшее,1283.54,60,B2,Могилевская область,СЛАВГОРОД,Наука и образование,0.24,927093,209.0,2,,2
1364.99,0,1600.0,1995-06-28,Мужской,Высшее,1935.87,60,C1,МИНСКАЯ,БОБР,Производство,0.27,649336,243.0,0,,2
1451.01,0,2000.0,1999-10-26,Мужской,Среднее специальное,1404.87,60,C1,г. Минск,МИНСК,Производство,0.12,683016,193.0,1,,1
2300.0,306,2300.0,1989-01-18,Мужской,Высшее,738.34,60,D1,Минская область,ЮШЕВИЧИ,АПК,0.25,927799,103.0,0,,1
2388.83,0,2800.0,1997-02-28,Мужской,Высшее,1734.8,60,D1,Гродненская область,СЛОНИМ,МВД/МЧС/МО,0.34,918224,161.0,1,,1
1900.0,0,3000.0,1980-09-28,Мужской,Высшее,2408.02,60,B3,МИНСКАЯ,СТОЛБЦЫ,Финансы и страхование,0.59,763334,,1,,1
3902.18,0,5000.0,1976-07-28,Мужской,Среднее,930.48,60,C1,ГОМЕЛЬСКАЯ,ЗАЛЕСЬЕ,Производство,0.27,646165,,0,,1
3516.52,62,4000.0,2000-06-16,Мужской,Среднее специальное,814.84,60,,Гродненская область,БЕРЕЗОВКА,Производство,0.14,795166,103.0,0,,2
7523.15,0,9500.0,1968-10-05,Женский,Высшее,1668.88,60,A2,,МИНСК,Финансы и страхование,1.0,701625,238.0,0,,1
2063.12,3,3500.0,2003-08-13,Мужской,Среднее специальное,1750.0,24,C3,Гомельская область,НАРОВЛЯ,МВД/МЧС/МО,0.32,926344,204.0,0,,2
10237.86,0,12000.0,1987-08-19,Мужской,Среднее специальное,1121.54,60,A3,МОГИЛЁВСКАЯ,МОГИЛЕВ,Наука и образование,0.41,904638,287.0,1,,1
1583.82,0,2000.0,1987-01-29,Мужской,Неоконченное высшее,678.28,60,B1,ВИТЕБСКАЯ,ШАРКОВЩИНА,Строительство,0.39,833646,,0,,2
514.61,3,1000.0,1995-10-22,Мужской,Высшее,1568.41,24,C3,г. Минск,МИНСК,Информационные технологии,0.26,905543,209.0,0,,2
1727.88,0,2000.0,1992-10-09,Мужской,Среднее специальное,1178.94,60,C3,ВИТЕБСКАЯ,БОГДАНОВКА,Производство,0.05,573346,118.0,1,,2
1875.94,0,3500.0,1959-12-25,Женский,Среднее специальное,643.75,24,B1,г. Минск,МИНСК,МВД/МЧС/МО,0.42,815153,310.0,0,,2
4751.66,0,6000.0,1994-05-02,Женский,Среднее специальное,829.71,60,B3,Гомельская область,Наровля,Наука и образование,0.79,669355,,2,,1
6280.54,0,8500.0,2003-10-30,Мужской,Среднее специальное,1325.53,36,,МИНСКАЯ,ДОБРИНЁВО,Транспорт/перевозки,0.26,488814,134.0,0,,2
1443.15,0,2500.0,1969-08-15,Женский,Среднее специальное,840.43,24,A3,Минская область,РАДОШКОВИЧИ,МВД/МЧС/МО,0.4,927070,343.0,0,,1
804.01,0,1500.0,1984-01-26,Мужской,Среднее специальное,3350.26,24,B1,г. Минск,Минск,Торговля,0.05,880654,280.0,2,,1
7800.34,0,10000.0,1981-12-26,Женский,Высшее,2903.34,60,C3,,МИНСК,Финансы и страхование,0.37,540234,,1,,1
682.95,0,1000.0,1969-04-14,Женский,Среднее специальное,686.75,36,B1,МОГИЛЁВСКАЯ,МОГИЛЕВ,Государственное управление,0.06,910906,286.0,0,,1
2098.87,0,2500.0,1986-08-25,Женский,Высшее,869.42,60,B3,МОГИЛЁВСКАЯ,МОГИЛЕВ,Наука и образование,0.4,905586,152.0,1,,1
875.56,0,3000.0,1991-01-07,Мужской,Высшее,1463.43,60,A3,БРЕСТСКАЯ,БЕЛООЗЁРСК,Услуги населению,0.52,713477,66.0,2,,1
1819.05,0,2100.0,1966-01-06,Женский,Высшее,525.27,60,C3,ГОМЕЛЬСКАЯ,ГОМЕЛЬ,Наука и образование,0.11,927131,138.0,0,,2
12937.62,0,15000.0,2000-02-27,Мужской,Среднее специальное,1613.13,60,B3,Брестская область,БАРАНОВИЧИ,Транспорт/перевозки,0.32,927871,150.0,0,,2
3464.9,0,4000.0,1984-03-08,Женский,Среднее,2596.77,60,D3,БРЕСТСКАЯ ОБЛАСТЬ,ОСОВЦЫ,АПК,0.4,927361,146.0,1,,1
1031.51,0,3000.0,1991-01-25,Женский,Высшее,1134.1,60,A3,БРЕСТСКАЯ,БРЕСТ,Иное,0.41,824818,,2,,1
852.57,3,1000.0,1971-03-03,Женский,Среднее специальное,787.12,60,B1,ВИТЕБСКАЯ ОБЛАСТЬ,БИРЮЗОВО,АПК,0.2,645929,297.0,0,,1
780.2,0,1000.0,1978-06-21,Мужской,Среднее специальное,1328.34,60,A3,ГОМЕЛЬСКАЯ,ЖЛОБИН,Иное,0.14,809580,,0,,1
4265.8,0,5000.0,1984-06-28,Женский,Высшее,2143.99,60,B3,ВИТЕБСКАЯ,ВИТЕБСК,Производство,0.11,915467,235.0,2,,1
2298.03,0,3850.0,1988-03-14,Мужской,Высшее,1745.53,60,C2,МОГИЛЕВСКАЯ,БОБРУЙСК,Наука и образование,0.4,635181,,0,,2
17324.29,0,20000.0,1987-02-04,Женский,Высшее,1782.98,60,D1,,Брест,Торговля,0.32,926322,143.0,2,,1
14698.95,0,17500.0,1980-03-06,Мужской,Среднее,1863.62,60,B2,Минская область,ЗАБОЛОТЬЕ,Торговля,0.27,905620,141.0,0,,2
2425.4,0,2800.0,1984-03-05,Женский,Среднее специальное,1469.41,60,A1,ВИТЕБСКАЯ,ВИТЕБСК,Производство,0.27,928325,268.0,2,,1
3959.75,0,5000.0,1967-04-28,Женский,Среднее специальное,1914.1,60,A3,Брестская область,Пружаны,Торговля,0.26,416908,,0,,2
535.96,0,1000.0,1990-09-11,Женский,Среднее,749.18,24,B1,МИНСКАЯ ОБЛАСТЬ,ВЕДРИЦА,Торговля,0.31,914801,266.0,1,,1
1972.44,62,2500.0,1990-10-02,Мужской,Среднее специальное,1630.4,36,B3,Брестская область,ВЕРХОВИЧИ,АПК,0.26,907938,145.0,0,,2
2496.93,0,3500.0,2001-07-16,Мужской,Среднее специальное,2298.55,36,C1,МИНСКАЯ ОБЛАСТЬ,СОЛИГОРСК,Финансы и страхование,0.16,925210,231.0,0,,2
1583.82,0,2000.0,1986-03-29,Мужской,Высшее,1394.17,60,B1,,ГОМЕЛЬ,Производство,0.59,501973,,2,,1
859.44,0,1250.0,1999-05-22,Мужской,Высшее,1090.91,36,D2,Могилевская область,БОБРУЙСК,Транспорт/перевозки,0.34,906373,139.0,0,,2
804.32,3,1000.0,1981-03-01,Мужской,Среднее специальное,1378.82,60,B2,,,Строительство,0.28,832569,81.0,0,,1
12438.31,0,14400.0,1998-05-15,Женский,Высшее,1205.63,60,B2,г. Минск,МИНСК,АПК,0.4,926398,254.0,0,,1
2338.19,0,3000.0,1977-11-17,Женский,Высшее,826.89,60,B3,ГОМЕЛЬСКАЯ,НАРОВЛЯ,Услуги населению,0.56,668112,,0,,2
5118.93,0,6000.0,1997-12-05,Женский,Высшее,1026.78,60,C1,г. Минск,МИНСК,Финансы и страхование,0.36,513693,276.0,0,,2
988.38,0,2000.0,1985-11-21,Мужской,Среднее специальное,1779.56,24,B2,г. Минск,МИНСК,Производство,0.19,905621,105.0,1,,2
11170.23,277,11300.0,1992-07-21,Мужской,Среднее специальное,1287.23,60,C3,БРЕСТСКАЯ ОБЛАСТЬ,БАРАНОВИЧИ,Транспорт/перевозки,0.25,928349,83.0,0,,1
2375.93,0,3000.0,1996-04-09,Мужской,Неоконченное высшее,1384.4,60,C3,МОГИЛЕВСКАЯ,ШКЛОВ,МВД/МЧС/МО,0.4,824293,,1,,1
2140.23,3,3000.0,1984-05-20,Мужской,Высшее,2010.34,36,C3,,ГРОДНО,Производство,0.06,637969,101.0,1,,1
10701.01,0,15000.0,1983-06-20,Женский,Высшее,5787.57,36,C1,г. Минск,Минск,Услуги населению,0.4,799402,222.0,1,,2
2136.89,0,10000.0,1987-09-08,Мужской,Высшее,2845.83,24,C1,,Гомель,Производство,0.37,756940,214.0,1,,1
577.24,0,1000.0,1992-01-20,Женский,Среднее специальное,599.18,24,C3,МОГИЛЁВСКАЯ,МОГИЛЕВ,Медицина и здравоохранение,0.3,919990,102.0,0,,2
2126.03,0,3000.0,1977-05-22,Мужской,Среднее,1282.46,60,,ВИТЕБСКАЯ,НОВИНКА,АПК,0.07,835728,,0,,2
6183.67,0,19000.0,1986-11-07,Женский,Среднее специальное,903.83,60,B2,Минская область,СТРОЧИЦА,АПК,0.98,855615,151.0,0,,1
2130.55,0,2500.0,1998-11-14,Мужской,Высшее,2025.68,60,D1,г. Минск,МИНСК,Финансы и страхование,0.4,907401,209.0,0,,2
820.94,185,1000.0,1994-12-31,Мужской,Высшее,1532.15,60,C2,БРЕСТСКАЯ,ОЛЬШАНЫ,Государственное управление,0.32,821312,,2,,1
0.0,0,6000.0,1987-08-26,Мужской,Среднее специальное,1542.0,60,C1,г. Минск,МИНСК,Государственное управление,0.34,801505,195.0,2,,1
2256.99,0,2850.0,1989-05-15,Мужской,Среднее специальное,1067.81,60,C1,БРЕСТСКАЯ,БАРАНОВИЧИ,Производство,0.4,825492,48.0,1,,1
7919.5,0,10000.0,1985-03-13,Мужской,Среднее специальное,1374.79,60,A1,ВИТЕБСКАЯ,ВИТЕБСК,Производство,0.22,823326,,0,,1
10617.37,247,11000.0,1978-11-17,Мужской,Высшее,1122.5,60,D1,Гомельская область,БУДА-КОШЕЛЕВО,Производство,0.28,925226,123.0,1,,1
866.2,0,1000.0,1982-01-02,Мужской,Неоконченное высшее,1594.6,60,D1,Минская область,НОВОКОЛОСОВО,Услуги населению,0.33,739053,109.0,3,,1
976.97,247,1000.0,1992-05-04,Мужской,Среднее специальное,2024.44,60,D2,МИНСКАЯ ОБЛАСТЬ,СЛУЦК,Производство,0.21,927124,88.0,1,,2
535.96,0,1000.0,1982-01-21,Женский,Высшее,757.08,24,B3,МИНСКАЯ ОБЛАСТЬ,ФАНИПОЛЬ,Торговля,0.6,914035,252.0,1,,1
1056.14,0,2000.0,2002-02-17,Женский,Неоконченное высшее,829.15,60,,МИНСКАЯ,РАДОШКОВИЧИ,Услуги населению,0.07,804288,,0,,2
